,Overall Qual,MS SubClass,Full Bath,Half Bath,Fireplaces,Gr Liv Area,Year Built,Year Remod/Add,Garage Area,TotRms AbvGrd,Open Porch SF,Wood Deck SF,Lot Area,MS Zoning,Lot Config,Condition 1,Bldg Type,House Style,Roof Style,Exterior 2nd,Exter Qual,Foundation,Heating QC,Sale Type,Kitchen Qual,Neighborhood,Lot Shape,SalePrice,Area_x_Rooms
373,7,80,2,1,1,1430,2000,2000,400.0,8,0,100,9967,RL,Inside,Norm,1Fam,SLvl,Gable,VinylSd,TA,PConc,Ex,WD ,TA,Gilbert,IR1,170000,11440
849,6,20,2,0,0,1829,1967,1967,535.0,8,76,0,10456,RL,Inside,Norm,1Fam,1Story,Hip,HdBoard,TA,CBlock,Gd,WD ,TA,NWAmes,IR1,218500,14632
1707,7,70,1,0,1,1004,1930,1950,200.0,5,0,280,3960,RM,Inside,Norm,1Fam,2Story,Gable,Wd Sdng,TA,BrkTil,TA,WD ,Gd,OldTown,Reg,105000,5020
249,2,50,1,0,0,845,1939,1950,256.0,4,0,48,11067,RM,Corner,Norm,1Fam,1.5Fin,Gable,MetalSd,TA,BrkTil,Ex,WD ,TA,IDOTRR,Reg,68104,3380
1641,8,20,2,0,1,1588,2006,2006,825.0,7,45,144,10000,RL,Inside,Norm,1Fam,1Story,Hip,VinylSd,Gd,PConc,Ex,WD ,Gd,Somerst,Reg,227000,11116
1142,8,20,2,0,2,2014,1980,1980,864.0,6,0,462,15676,RL,Inside,Norm,1Fam,1Story,Gable,VinylSd,Gd,CBlock,Gd,WD ,Gd,Veenker,IR1,275000,12084
1973,7,60,2,1,1,1632,1998,1998,462.0,8,28,0,9084,RL,Inside,Norm,1Fam,2Story,Hip,VinylSd,TA,PConc,Gd,WD ,TA,Gilbert,IR1,176500,13056
1474,7,120,2,0,1,1364,2005,2005,484.0,6,36,192,7052,RL,Inside,Norm,TwnhsE,1Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,NridgHt,IR1,185850,8184
1189,7,50,1,0,1,1079,1948,1950,249.0,5,0,135,5190,RL,Inside,Norm,1Fam,1.5Fin,Gable,Plywood,TA,CBlock,TA,WD ,TA,Edwards,Reg,125600,5395
1218,7,20,2,0,0,1349,2000,2001,539.0,6,55,120,8450,RL,Inside,Norm,1Fam,1Story,Gable,VinylSd,TA,PConc,Ex,WD ,TA,SawyerW,Reg,179000,8094
1953,8,120,1,0,1,1034,1989,1989,598.0,4,36,141,3907,RM,Inside,Norm,TwnhsE,1Story,Gable,HdBoard,Gd,CBlock,Gd,WD ,Gd,Blueste,IR1,185000,4136
1078,4,20,1,0,0,901,1954,2000,281.0,4,0,0,6000,RM,Corner,Norm,1Fam,1Story,Gable,MetalSd,TA,CBlock,Ex,WD ,TA,OldTown,Reg,107900,3604
1923,6,20,1,0,2,1024,1956,1956,313.0,5,0,0,10533,RL,Inside,Norm,1Fam,1Story,Hip,VinylSd,TA,CBlock,TA,WD ,Gd,NAmes,IR1,157500,5120
201,10,60,2,1,1,2007,2008,2008,812.0,10,52,168,11003,FV,Inside,Norm,1Fam,2Story,Gable,VinylSd,Ex,PConc,Ex,WD ,Ex,Somerst,Reg,310000,20070
432,2,30,1,0,0,438,1920,1950,246.0,3,0,0,8400,RL,Inside,Norm,1Fam,1Story,Gable,Wd Sdng,TA,CBlock,TA,WD ,Fa,SWISU,Reg,60000,1314
1600,5,50,2,0,0,1479,1969,1969,275.0,8,0,287,10544,RL,Inside,Norm,1Fam,1.5Fin,Gable,HdBoard,TA,CBlock,TA,WD ,TA,Mitchel,IR1,161000,11832
1336,6,20,2,0,2,1478,1960,1960,498.0,6,40,0,17600,RL,Inside,Norm,1Fam,1Story,Gable,Wd Sdng,TA,CBlock,Ex,WD ,TA,NAmes,IR1,157500,8868
1675,7,50,1,1,2,1302,1940,1998,224.0,6,0,0,6960,RL,Inside,Norm,1Fam,1.5Fin,Gable,Wd Sdng,TA,BrkTil,Ex,WD ,Gd,Sawyer,Reg,165250,7812
873,5,30,1,0,0,816,1922,1950,100.0,5,0,0,3672,RM,Inside,Artery,1Fam,1Story,Gable,Stucco,TA,BrkTil,Ex,WD ,TA,IDOTRR,Reg,75200,4080
339,8,120,1,1,0,1088,1986,1986,461.0,5,74,0,3696,RL,Inside,Norm,TwnhsE,1Story,Gable,HdBoard,Gd,CBlock,Ex,WD ,Gd,StoneBr,Reg,170000,5440
1624,9,20,2,0,1,2020,2008,2008,896.0,7,98,192,12350,RL,Inside,Norm,1Fam,1Story,Hip,VinylSd,Ex,PConc,Ex,WD ,Ex,NridgHt,Reg,404000,14140
468,6,70,2,1,1,2320,1945,2002,180.0,9,0,224,7259,RL,Inside,Norm,1Fam,2Story,Gambrel,Wd Sdng,TA,CBlock,Ex,WD ,Gd,Crawfor,IR1,259500,20880
87,5,20,1,0,0,928,1956,2000,252.0,4,0,261,13300,RL,Inside,Norm,1Fam,1Story,Hip,Wd Sdng,TA,CBlock,TA,WD ,TA,NAmes,Reg,132000,3712
478,6,60,2,1,0,1696,2003,2003,542.0,7,66,143,10110,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,SawyerW,Reg,188000,11872
1587,6,20,2,0,2,1610,1977,2001,480.0,6,68,168,10603,RL,Inside,Norm,1Fam,1Story,Gable,Plywood,TA,PConc,Gd,WD ,Gd,NWAmes,IR1,205000,9660
1557,7,20,2,0,0,1611,2002,2002,1231.0,6,93,262,11664,RL,Corner,Norm,1Fam,1Story,Hip,VinylSd,Gd,PConc,Ex,WD ,Gd,CollgCr,Reg,250000,9666
496,5,20,1,0,0,864,1962,1962,336.0,5,0,0,7000,RL,Inside,Artery,1Fam,1Story,Gable,Wd Sdng,TA,CBlock,Gd,WD ,TA,NAmes,Reg,105000,4320
929,6,120,1,0,0,848,2003,2003,420.0,4,0,140,4435,RM,Inside,Norm,TwnhsE,1Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,CollgCr,Reg,133000,3392
1630,9,60,3,1,0,2596,2006,2006,840.0,9,154,240,16259,RL,Corner,Norm,1Fam,2Story,Gable,VinylSd,TA,PConc,Ex,New,Gd,NridgHt,Reg,342643,23364
774,5,60,1,1,0,1770,1968,1968,530.0,7,60,0,8640,RL,Inside,Feedr,1Fam,2Story,Gable,HdBoard,TA,CBlock,Ex,WD ,TA,NAmes,Reg,155000,12390
375,5,20,1,0,0,950,1953,1953,400.0,5,32,0,12774,RL,Inside,Norm,1Fam,1Story,Hip,MetalSd,TA,PConc,TA,WD ,TA,NAmes,Reg,130000,4750
1017,6,70,1,0,2,1494,1942,1950,213.0,7,0,0,7500,RL,Inside,Norm,1Fam,2Story,Gable,Wd Sdng,TA,CBlock,Fa,WD ,Gd,Crawfor,IR1,177500,10458
969,7,60,2,1,1,1857,1978,1978,482.0,8,105,400,10530,RL,Inside,PosA,1Fam,2Story,Gable,Plywood,TA,CBlock,TA,WD ,TA,NWAmes,Reg,188900,14856
1546,9,120,2,0,1,1565,2005,2005,556.0,6,56,196,5911,RL,Inside,Norm,TwnhsE,1Story,Hip,MetalSd,Ex,PConc,Ex,WD ,Ex,NridgHt,Reg,282500,9390
1635,4,20,1,0,1,1647,1953,1953,280.0,6,0,225,9532,RL,Inside,Norm,1Fam,1Story,Gable,VinylSd,TA,CBlock,Gd,WD ,TA,NAmes,Reg,153000,9882
1940,5,20,1,0,0,1094,2003,2004,576.0,6,0,0,12450,RL,Inside,RRAe,1Fam,1Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,SawyerW,Reg,149000,6564
284,7,80,2,1,1,1482,1992,1992,392.0,7,25,100,9125,RL,Inside,Norm,1Fam,SLvl,Gable,HdBoard,TA,PConc,Gd,WD ,Gd,Gilbert,IR1,163900,10374
1371,6,60,2,1,1,1604,1997,1998,470.0,7,36,0,8702,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,TA,PConc,Ex,WD ,TA,Gilbert,IR1,187500,11228
21,8,120,2,0,1,1659,2000,2000,499.0,5,59,212,5664,RL,Inside,Norm,TwnhsE,1Story,Gable,CmentBd,Gd,PConc,Ex,WD ,Ex,StoneBr,IR1,278000,8295
279,5,20,1,0,0,882,1972,1972,461.0,5,0,96,7700,RL,Corner,Norm,1Fam,1Story,Gable,VinylSd,TA,CBlock,TA,WD ,TA,CollgCr,Reg,112500,4410
679,3,70,1,0,0,1376,1905,1950,216.0,7,0,0,7614,RM,Inside,Norm,1Fam,2Story,Gable,MetalSd,TA,BrkTil,Gd,WD ,TA,OldTown,Reg,96900,9632
658,6,50,1,0,0,1252,1950,1950,288.0,6,0,0,9600,RL,Inside,Norm,1Fam,1.5Fin,Gable,VinylSd,TA,CBlock,TA,WD ,TA,NAmes,Reg,119000,7512
878,4,90,2,0,0,1440,1977,1977,0.0,8,0,321,7711,RL,Inside,Norm,Duplex,1Story,Gable,MetalSd,TA,PConc,TA,Oth,TA,Edwards,IR1,150000,11520
839,8,20,2,0,1,1922,2002,2002,692.0,6,64,201,11305,RL,Inside,Norm,1Fam,1Story,Hip,VinylSd,Gd,PConc,Ex,WD ,Gd,Timber,Reg,282000,11532
984,5,90,2,0,0,1728,1965,1965,576.0,10,0,0,11072,RL,Inside,Norm,Duplex,1Story,Gable,HdBoard,TA,CBlock,TA,WD ,TA,NAmes,IR1,145000,17280
217,4,50,1,0,0,720,1900,1998,280.0,5,0,0,7008,RL,Corner,Norm,1Fam,1.5Fin,Gable,MetalSd,TA,BrkTil,Ex,WD ,Fa,OldTown,Reg,86900,3600
206,6,70,2,1,1,2624,1918,1950,864.0,10,0,0,22420,RL,Inside,Feedr,1Fam,2Story,Hip,Stucco,TA,BrkTil,TA,WD ,TA,Crawfor,IR1,239000,26240
896,5,20,1,0,0,1150,1961,1961,288.0,6,0,0,7000,RL,Inside,Norm,1Fam,1Story,Hip,BrkFace,TA,CBlock,TA,WD ,TA,NAmes,Reg,146000,6900
1601,8,20,2,0,0,1504,2006,2006,510.0,7,0,144,10936,RL,Corner,Feedr,1Fam,1Story,Gable,VinylSd,Gd,PConc,Ex,New,Gd,Somerst,Reg,199000,10528
166,7,50,1,0,1,1111,1926,1950,288.0,5,0,0,5700,RM,Inside,Norm,1Fam,1.5Fin,Gable,Wd Sdng,TA,PConc,TA,WD ,TA,OldTown,Reg,116900,5555
1401,7,60,2,1,1,2696,2007,2007,792.0,10,184,120,9965,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,New,Ex,CollgCr,Reg,383970,26960
1380,9,20,2,0,1,1905,2006,2006,788.0,8,191,0,11670,RL,Corner,RRNn,1Fam,1Story,Hip,ImStucc,Ex,PConc,Ex,WD ,Ex,Somerst,IR1,320000,15240
1704,8,20,2,0,1,1575,2003,2004,732.0,7,28,216,10845,RL,Corner,Norm,1Fam,1Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,NridgHt,IR1,284000,11025
567,7,20,2,0,0,1535,2004,2004,532.0,7,0,0,10171,RL,Inside,Norm,1Fam,1Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,NridgHt,IR1,214000,10745
105,5,190,2,0,0,1193,1972,1972,501.0,6,153,140,13110,RL,Corner,RRAn,2fmCon,1Story,Gable,Plywood,TA,CBlock,Ex,WD ,TA,NWAmes,IR1,146500,7158
879,7,60,2,1,1,1753,1998,1999,534.0,7,74,0,12352,RL,CulDSac,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,TA,CollgCr,IR2,217000,12271
1139,6,60,2,1,1,2443,2004,2004,744.0,9,127,193,10625,FV,Inside,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,Somerst,Reg,265000,21987
742,6,20,2,0,0,1403,2000,2000,470.0,5,173,0,8098,RL,Inside,Norm,1Fam,1Story,Gable,VinylSd,Gd,Wood,Ex,WD ,Gd,Timber,IR1,202000,7015
164,5,20,1,0,0,816,1957,1957,308.0,5,0,0,7100,RL,Corner,Norm,1Fam,1Story,Gable,Wd Shng,TA,CBlock,TA,WD ,TA,NAmes,IR1,129900,4080
861,5,90,1,0,0,1190,1962,1962,540.0,6,18,0,7728,RL,Inside,Norm,Duplex,SLvl,Hip,Wd Sdng,TA,CBlock,TA,WD ,TA,NAmes,Reg,132500,7140
776,5,190,1,1,0,1039,1965,1965,504.0,6,0,0,11625,RL,Inside,Norm,2fmCon,1Story,Hip,HdBoard,TA,PConc,Ex,WD ,TA,Sawyer,Reg,131500,6234
1385,4,30,1,0,0,869,1923,1958,0.0,4,0,0,5900,RL,Inside,Norm,1Fam,1Story,Gable,Wd Sdng,TA,PConc,TA,WD ,Fa,BrkSide,IR1,85500,3476
2013,6,60,2,1,1,2495,1993,1993,660.0,9,32,224,10791,RL,Inside,Norm,1Fam,2Story,Gable,MetalSd,TA,PConc,Ex,WD ,Gd,NWAmes,Reg,243500,22455
1885,10,20,2,1,2,5095,2008,2009,1154.0,15,484,546,39290,RL,Inside,Norm,1Fam,1Story,Hip,CmentBd,Ex,PConc,Ex,New,Ex,Edwards,IR1,183850,76425
2031,5,20,1,1,1,1078,1971,2008,500.0,6,0,0,12537,RL,CulDSac,Norm,1Fam,1Story,Gable,VinylSd,TA,CBlock,Ex,WD ,TA,NAmes,IR1,149900,6468
983,6,60,2,1,1,1412,2006,2007,432.0,6,36,0,8499,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,TA,PConc,Ex,New,Gd,Gilbert,IR1,156932,8472
1508,7,50,1,1,0,1668,1945,1950,252.0,8,0,210,7425,RM,Corner,RRAn,1Fam,1.5Fin,Gable,Wd Sdng,TA,CBlock,Gd,WD ,Gd,BrkSide,IR1,108000,13344
997,5,20,1,0,0,909,1968,1968,294.0,5,155,0,8450,RL,Inside,RRAe,1Fam,1Story,Gable,Plywood,TA,CBlock,TA,COD,TA,Sawyer,Reg,116000,4545
627,7,60,2,1,0,1724,1998,1999,527.0,8,155,120,8924,RL,CulDSac,Norm,1Fam,2Story,Gable,VinylSd,TA,PConc,Ex,WD ,Gd,CollgCr,IR1,188000,13792
1226,5,160,2,1,0,1302,1972,1972,264.0,6,0,0,1680,RM,Inside,Norm,Twnhs,2Story,Gable,HdBoard,TA,CBlock,TA,WD ,TA,BrDale,Reg,111750,7812
1007,4,90,2,0,0,1224,1964,1964,530.0,8,0,0,10899,RL,Inside,Norm,Duplex,1Story,Gable,HdBoard,TA,Slab,TA,WD ,TA,NAmes,IR1,103000,9792
1863,7,20,2,0,1,1720,1996,1996,527.0,7,56,240,10593,RL,Inside,Norm,1Fam,1Story,Hip,VinylSd,Gd,PConc,Ex,WD ,Gd,NoRidge,IR1,260400,12040
1563,5,50,3,0,1,3086,1946,1994,0.0,12,0,122,18030,RL,Inside,Norm,1Fam,1.5Fin,Gable,MetalSd,TA,CBlock,TA,WD ,Ex,ClearCr,IR1,200500,37032
1592,10,60,2,1,1,2698,2006,2006,736.0,11,0,250,16052,RL,CulDSac,Norm,1Fam,2Story,Hip,VinylSd,Ex,PConc,Ex,New,Ex,StoneBr,IR1,535000,29678
573,7,70,1,1,1,1641,1925,1990,546.0,6,0,0,9600,RM,Inside,Norm,1Fam,2Story,Gable,Wd Sdng,TA,BrkTil,Ex,WD ,Ex,OldTown,Reg,178000,9846
1781,7,20,2,0,1,1266,2007,2007,388.0,6,16,100,3182,RL,Inside,Norm,1Fam,1Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,Blmngtn,Reg,159895,7596
1177,7,60,2,1,1,1651,1999,1999,450.0,7,103,0,8390,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,TA,PConc,Ex,WD ,TA,Gilbert,IR1,185900,11557
193,7,20,2,0,1,1370,1976,1976,479.0,6,0,0,10400,RL,Inside,Norm,1Fam,1Story,Gable,HdBoard,TA,CBlock,TA,WD ,TA,NWAmes,Reg,152000,8220
1999,6,50,2,0,0,1650,1910,1990,468.0,6,103,128,8398,RM,Inside,Norm,1Fam,1.5Fin,Gable,Wd Sdng,TA,CBlock,TA,WD ,TA,OldTown,Reg,144100,9900
1710,5,20,1,0,0,894,1967,2003,450.0,5,0,0,9764,RL,FR2,Feedr,1Fam,1Story,Gable,VinylSd,TA,CBlock,Ex,WD ,Gd,Sawyer,IR1,130000,4470
1238,8,60,2,1,0,1935,2009,2009,552.0,8,150,0,8004,FV,Inside,RRAn,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,New,TA,Somerst,IR1,263435,15480
1983,6,20,1,0,1,1414,1958,2002,601.0,6,51,0,11029,RL,Corner,Norm,1Fam,1Story,Hip,MetalSd,Ex,CBlock,Ex,WD ,TA,NAmes,IR1,176500,8484
1527,6,160,2,1,1,1525,2000,2000,440.0,5,0,0,2117,FV,Inside,Norm,Twnhs,2Story,Gable,MetalSd,Gd,PConc,Ex,WD ,Gd,Somerst,Reg,177000,7625
1739,7,60,2,1,1,2462,2005,2006,576.0,9,132,239,19378,RL,Corner,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,New,Gd,Gilbert,IR1,320000,22158
210,6,20,1,0,1,1004,1970,1970,480.0,5,0,0,11241,RL,CulDSac,Norm,1Fam,1Story,Gable,Wd Sdng,TA,CBlock,Ex,WD ,TA,NAmes,IR1,149000,5020
626,7,60,2,1,1,1820,1996,1997,816.0,8,32,318,11050,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,TA,PConc,Ex,WD ,Gd,Mitchel,Reg,213000,14560
1320,8,60,2,1,1,2574,2007,2007,868.0,10,148,0,9588,RL,Inside,Norm,1Fam,2Story,Gable,CmentBd,Gd,PConc,Ex,New,Ex,CollgCr,IR1,276000,25740
727,8,20,2,0,2,1689,2002,2002,857.0,7,59,150,13265,RL,CulDSac,Norm,1Fam,1Story,Hip,CmentBd,Gd,PConc,Ex,WD ,Gd,Mitchel,IR1,271000,11823
1424,7,60,2,1,0,1737,2006,2006,578.0,7,105,0,8581,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,New,Gd,CollgCr,IR1,203160,12159
740,6,20,1,0,1,1152,1950,2004,300.0,6,36,0,14000,RL,Inside,Norm,1Fam,1Story,Gable,HdBoard,TA,CBlock,Ex,WD ,Gd,Crawfor,Reg,158500,6912
1955,8,20,2,0,1,1713,2004,2005,856.0,7,26,0,9591,RL,Inside,Norm,1Fam,1Story,Hip,VinylSd,Gd,PConc,Ex,WD ,Ex,NridgHt,Reg,274900,11991
1758,8,120,2,0,1,1652,2008,2008,482.0,5,53,162,5587,RM,Inside,Norm,TwnhsE,1Story,Hip,CmentBd,Ex,PConc,Ex,New,Gd,Crawfor,IR1,392500,8260
431,8,60,2,1,1,2031,2002,2002,577.0,7,211,0,9473,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,CollgCr,Reg,237000,14217
1370,4,20,1,0,0,960,1956,1956,288.0,5,0,64,8926,RL,Corner,Norm,1Fam,1Story,Gable,AsbShng,TA,CBlock,Ex,COD,TA,Edwards,IR1,112000,4800
1870,5,50,1,0,0,1221,1924,1950,392.0,7,0,0,9738,RL,Inside,Norm,1Fam,1.5Fin,Gable,AsbShng,TA,BrkTil,Gd,WD ,TA,Edwards,Reg,104900,8547
1824,7,120,2,0,1,1488,2004,2005,506.0,6,50,168,4835,FV,CulDSac,Norm,TwnhsE,1Story,Gable,MetalSd,Gd,PConc,Ex,WD ,Gd,Somerst,IR1,260000,8928
717,6,50,1,0,0,1609,1910,1950,228.0,7,182,0,4347,RM,Inside,Norm,1Fam,1.5Fin,Gambrel,MetalSd,Gd,BrkTil,Ex,WD ,TA,OldTown,Reg,127500,11263
151,9,60,3,1,1,2868,2005,2006,716.0,11,108,214,16056,RL,Inside,Norm,1Fam,2Story,Hip,CmentBd,Gd,PConc,Ex,New,Ex,StoneBr,IR1,556581,31548
1064,4,50,1,0,0,1573,1935,1995,240.0,6,0,0,6120,RM,Inside,Norm,1Fam,1.5Fin,Gable,AsbShng,TA,BrkTil,Ex,WD ,Gd,BrkSide,Reg,133000,9438
1642,5,20,1,1,0,1053,1959,2006,312.0,5,0,0,10007,RL,Inside,Norm,1Fam,1Story,Gable,HdBoard,Gd,CBlock,Ex,WD ,Gd,NAmes,IR1,145500,5265
1640,6,50,1,0,0,1480,1920,1950,207.0,6,0,0,5400,RM,Inside,Norm,1Fam,1.5Fin,Gable,MetalSd,Fa,BrkTil,Ex,ConLI,TA,OldTown,Reg,119000,8880
1544,4,180,1,0,0,630,1970,1970,0.0,3,0,0,1470,RM,Inside,Norm,Twnhs,SFoyer,Gable,CmentBd,TA,CBlock,TA,WD ,TA,MeadowV,Reg,73000,1890
1105,6,20,2,0,1,1169,1993,1994,402.0,6,26,0,8076,RL,Inside,Norm,1Fam,1Story,Gable,HdBoard,TA,PConc,Gd,WD ,TA,Gilbert,IR1,183500,7014
2041,9,60,2,1,2,2668,2003,2004,726.0,10,0,400,13688,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Ex,NridgHt,IR1,412500,26680
1154,4,20,1,0,0,864,1970,1970,660.0,5,0,96,6960,RL,Inside,Norm,1Fam,1Story,Gable,Plywood,TA,CBlock,TA,WD ,Gd,NAmes,Reg,120500,4320
266,5,20,1,0,0,1059,1966,1966,286.0,6,88,0,9000,RL,Corner,Norm,1Fam,1Story,Gable,Plywood,TA,CBlock,Gd,WD ,TA,Sawyer,Reg,142500,6354
1245,6,30,1,0,1,986,1926,1950,180.0,5,128,0,6180,RM,Corner,Norm,1Fam,1Story,Gable,Wd Sdng,TA,BrkTil,TA,WD ,TA,BrkSide,Reg,102000,4930
1511,4,45,1,0,0,882,1956,1956,0.0,4,0,0,5500,RL,Inside,Norm,1Fam,1.5Unf,Gable,MetalSd,TA,CBlock,Ex,WD ,TA,OldTown,Reg,103200,3528
905,8,20,2,0,0,1537,2006,2007,788.0,8,26,0,11563,RL,Inside,Norm,1Fam,1Story,Hip,VinylSd,Gd,PConc,Ex,WD ,Gd,Timber,IR1,294000,12296
211,7,20,2,0,0,1162,2007,2007,483.0,6,32,0,9260,RL,Corner,Norm,1Fam,1Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,SawyerW,Reg,170000,6972
1844,5,45,2,0,0,1173,1901,1950,240.0,7,25,0,5680,RM,Inside,Norm,1Fam,1.5Fin,Gable,AsbShng,TA,CBlock,TA,WD ,TA,OldTown,Reg,113000,8211
1158,9,20,2,0,2,2276,2008,2008,1348.0,7,0,0,11778,RL,Inside,Norm,1Fam,1Story,Hip,VinylSd,Gd,PConc,Ex,WD ,Ex,CollgCr,Reg,475000,15932
1210,7,20,2,0,0,1334,1967,1967,477.0,7,20,0,10140,RL,Inside,RRAn,1Fam,1Story,Hip,HdBoard,TA,CBlock,Gd,WD ,TA,NWAmes,Reg,164500,9338
161,7,60,2,1,1,1873,1988,1988,619.0,7,48,108,8883,RL,Inside,Norm,1Fam,2Story,Gable,HdBoard,Gd,PConc,Ex,WD ,Gd,SawyerW,IR1,207000,13111
814,3,30,1,0,0,864,1914,1950,0.0,5,0,0,8248,RL,Inside,Norm,1Fam,1Story,Gable,Stucco,TA,BrkTil,TA,WD ,TA,Edwards,Reg,67000,4320
649,6,70,2,0,0,2007,1900,1950,357.0,8,235,0,8400,RM,Corner,Artery,1Fam,2Story,Gable,BrkFace,TA,BrkTil,Gd,WD ,Ex,OldTown,Reg,160000,16056
1194,6,20,2,0,1,1137,1987,1987,551.0,5,0,125,13811,RL,Inside,Norm,1Fam,1Story,Gable,HdBoard,TA,CBlock,Gd,WD ,Gd,Timber,IR1,176000,5685
1168,7,60,2,1,1,1509,2003,2003,393.0,8,75,0,7875,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,Gilbert,Reg,180000,12072
1792,8,20,1,1,1,1341,1999,2000,482.0,5,84,240,17227,RL,CulDSac,Norm,1Fam,1Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,CollgCr,IR2,246900,6705
721,6,20,2,0,0,1262,2006,2006,572.0,5,120,0,7200,FV,Inside,Norm,1Fam,1Story,Gable,VinylSd,Gd,PConc,Gd,New,Gd,Somerst,Reg,185000,6310
1337,7,60,2,1,1,1724,2003,2004,616.0,8,57,168,7162,RL,Inside,Norm,1Fam,2Story,Hip,Stucco,Gd,PConc,Ex,WD ,Gd,Edwards,Reg,196500,13792
701,7,80,2,0,1,1146,2003,2003,438.0,6,22,160,9590,RL,Corner,Norm,1Fam,SLvl,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,Timber,IR1,187500,6876
476,7,160,2,1,0,1200,2004,2005,480.0,4,172,0,3182,FV,Inside,Norm,TwnhsE,2Story,Gable,MetalSd,Gd,PConc,Ex,WD ,Gd,Somerst,Reg,151000,4800
1062,6,30,1,0,1,816,1934,1950,240.0,4,0,228,8550,RL,Inside,Norm,1Fam,1Story,Gable,MetalSd,TA,CBlock,Ex,WD ,TA,NAmes,Reg,129800,3264
1503,8,20,2,0,1,1976,2006,2007,908.0,7,63,250,14977,RL,Inside,Norm,1Fam,1Story,Gable,VinylSd,Gd,PConc,Ex,New,Gd,NridgHt,IR1,440000,13832
1754,5,30,1,0,0,864,1922,1950,0.0,4,96,0,4060,RL,Corner,Feedr,1Fam,1Story,Gable,Wd Sdng,TA,PConc,Ex,WD ,TA,Edwards,Reg,99900,3456
1209,7,20,2,0,1,1506,2005,2006,672.0,7,35,192,8251,RL,Inside,Norm,1Fam,1Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,Somerst,Reg,249000,10542
688,5,60,1,1,0,1464,1968,1968,470.0,7,40,0,8814,RL,Inside,Feedr,1Fam,2Story,Gable,MetalSd,TA,CBlock,Ex,WD ,TA,NAmes,Reg,141000,10248
1577,5,20,1,0,0,1384,1956,2001,896.0,6,0,75,13300,RL,Inside,Norm,1Fam,1Story,Hip,VinylSd,TA,CBlock,Gd,WD ,TA,NAmes,Reg,159000,8304
541,9,120,1,1,1,1310,2001,2001,545.0,5,45,277,4538,FV,Inside,Norm,TwnhsE,1Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,Somerst,IR1,285000,6550
926,4,20,1,0,0,864,1972,1972,576.0,5,0,216,12735,RL,FR2,Norm,1Fam,1Story,Hip,MetalSd,TA,CBlock,TA,COD,TA,NAmes,IR1,111250,4320
244,6,30,1,0,1,1068,1923,1950,288.0,5,0,0,6120,RM,Inside,Artery,1Fam,1Story,Gable,Wd Sdng,TA,BrkTil,TA,WD ,TA,OldTown,Reg,109500,5340
1415,5,50,1,0,1,1376,1941,1950,240.0,6,0,0,9492,RL,Inside,Artery,1Fam,1.5Fin,Gable,Wd Shng,TA,CBlock,TA,WD ,TA,NAmes,Reg,105000,8256
710,6,20,2,0,1,1651,1986,1986,616.0,7,0,192,12416,RL,Inside,Norm,1Fam,1Story,Gable,Plywood,TA,CBlock,TA,WD ,TA,Timber,IR1,184000,11557
869,5,70,2,0,1,1654,1930,1982,336.0,7,60,244,4960,RL,Inside,RRAn,1Fam,1.5Fin,Gable,Wd Shng,TA,CBlock,Ex,WD ,TA,BrkSide,Reg,137000,11578
1590,5,80,1,0,0,1352,1958,1958,288.0,6,0,168,6930,RL,Inside,Norm,1Fam,SLvl,Hip,ImStucc,TA,CBlock,Ex,WD ,Gd,ClearCr,IR1,130000,8112
1425,7,20,2,0,1,1662,2006,2007,711.0,8,120,168,10625,FV,Inside,Norm,1Fam,1Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Ex,Somerst,Reg,291000,13296
